SMILES,Kow,Kowwin,Wildman-Crippen LogP
CC1(C)O[C@@]2([C@@H](C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C)O1)C(=O)CO,2.48,2.56,2.366800000000001
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](OC(C)=O)[C@](O)(C(=O)COC(C)=O)[C@@]3(C)C[C@H](O)[C@]21F,1.92,1.51,1.7620999999999998
OC(=O)CS,0.09,0.03,0.0008000000000000229
CN(C)C=O,-1.01,-0.93,-0.2956000000000001
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,2.97,2.99,3.4925000000000024
CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/CO,5.68,7.62,5.510300000000007
Nc1ccc(cc1)S(=O)(=O)Nc1[n]ccc[n]1,-0.09,-0.34,0.8596000000000001
ClC(Cl)(Cl)c1ccc(cc1)C(Cl)(Cl)Cl,4.62,5.8,5.340000000000002
O=C1C(=CC(=O)C(=C1N1CC1)N1CC1)N1CC1,-0.13,0.51,-0.8194999999999992
O=C1NC=Nc2[n]c[nH]c21,-1.11,-1.19,-0.35380000000000006
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.17,3.08,3.8384000000000027
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,4.36,4.13,4.308100000000003
Nc1[n]c[n]c2c1cc[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.8,-0.56,-1.3750000000000007
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,1.35,1.45,0.3181000000000002
Oc1ccccc1C(O)=O,2.26,2.24,1.0904000000000003
O=C1Nc2[n]c[nH]c2C(=O)N1,-0.73,-1.15,-1.0605000000000002
c1ccccc1C(N)C(=O)O,-1.7,-1.77,0.7710000000000001
O=C1NC(=O)NC2=C1NC(=O)N2,-2.17,-1.46,-1.7672000000000003
O[C@H]1C[C@@H](O[C@@H]1CO)N1C=C(C(=O)NC1=O)C(F)(F)F,-0.46,-0.23,-0.8039000000000005
O=C(CBr)c1ccccc1,2.19,2.02,2.2641999999999998
O=C(O)C(N)CCCN,-4.22,-3.48,-0.8627999999999996
Oc1c(Cc2c(Cl)c(Cl)cc(Cl)c2O)c(Cl)c(Cl)cc1Cl,7.54,6.92,6.609000000000002
O=C(O)C(N)CC(=O)N,-3.82,-4.99,-1.7262999999999993
Cc1ccc(cc1)S(N)(=O)=O,0.82,0.92,0.6424200000000001
O=C(c(ccc(O)c1)c1)CC,2.03,1.68,1.9848999999999999
N[C@@H](Cc1c[n]c[nH]1)C(O)=O,-3.32,-3.22,-0.6359000000000001
CCCO,0.25,0.35,0.3887
NC1C=CNC(=O)N=1,-1.73,-1.47,-0.6479000000000001
O=C1NC=NC(=O)N1,-1.87,-1.27,-1.5418
CCCCO,0.88,0.84,0.7787999999999999
CCCCCO,1.51,1.33,1.1689
c1ccccc1,2.13,1.99,1.6866
CC(Cl)(Cl)Cl,2.49,2.68,2.376500000000001
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@@]21O)C1COC(=O)C=1)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,1.85,2.04,3.247300000000002
[Br-].CC[N+](CC)(CC)CC,-2.82,-2.22,-1.1131999999999982
Nc1ccc(cc1)S(=O)(=O)Nc1[n]cc[s]1,0.05,0.72,1.5261
O=C(O)C(N)C(C)C,-2.26,-2.08,0.054300000000000015
C[C@@H](O)[C@H](N)C(O)=O,-2.94,-3.04,-1.2208999999999997
COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,5.08,5.67,5.205900000000002
ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.02,5.87,5.929000000000003
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.51,6.0,6.187900000000003
CNCCC=C1c2ccccc2CCc2ccccc21,4.51,4.74,3.826400000000003
Nc1[n]c[n]c2[nH]c[n]c21,-0.09,-0.73,-0.0648999999999999
C[C@@H](CC)[C@H](N)C(O)=O,-1.72,-1.59,0.44439999999999996
NC1NC(=O)c2[n]c[nH]c2N=1,-0.91,-1.05,-0.7716000000000005
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.89,1.82,1.6254000000000004
OC(=O)c1ccc(Cl)cc1,2.65,2.52,2.0382
NC(=N)NCCC[C@H](N)C(O)=O,-4.2,-4.0,-1.338429999999999
C,1.09,0.78,0.6361
CBr,1.19,1.18,1.0110999999999999
CC,1.81,1.32,1.0262
C=C,1.13,1.27,0.8022
C#C,0.37,0.5,0.24939999999999998
CCl,0.91,1.09,0.855
CI,1.51,1.59,1.0512000000000001
CN,-0.57,-0.64,-0.4251
C#N,-0.25,-0.69,0.13978
BrCBr,1.7,1.52,1.7337
CCBr,1.61,1.67,1.4012
ClCBr,1.41,1.43,1.5776
CCC,2.36,1.81,1.4163
CC#C,0.94,1.04,0.6395
CCCl,1.43,1.58,1.2451
CCI,2.0,2.08,1.4413
CCN,-0.13,-0.15,-0.03499999999999981
CC#N,-0.34,-0.15,0.52988
CC=O,-0.34,-0.17,0.2052
ClCCl,1.25,1.34,1.4215
FCF,0.2,0.71,0.8829
ICI,2.3,2.35,1.8139
NC=O,-1.51,-1.61,-0.8985000000000001
S=C=S,1.94,1.94,1.0181
C1CC1,1.72,1.7,1.1703
C1CO1,-0.3,-0.05,0.016600000000000004
BrC(Br)Br,2.4,1.79,2.4547
CC(C)Br,2.14,2.08,1.7897
ClC(Cl)Br,2.0,1.61,2.1425
CC(C)C,2.76,2.23,1.6622999999999999
CC(C)Cl,1.9,2.0,1.6336
CC(C)I,2.89,2.5,1.8298
CC(C)N,0.26,0.27,0.35350000000000004
CC(Cl)Cl,1.79,1.76,1.81
C=C(Cl)Cl,2.13,2.12,1.9352
CC(F)F,0.75,1.13,1.2714
C=C(F)F,1.24,1.24,1.3965999999999998
FC(Cl)Cl,1.55,1.21,1.7171
FC(F)Cl,1.08,0.89,1.4478
FC(F)F,0.64,0.58,1.1784999999999999
CN(C)C,0.16,0.04,0.17779999999999996
C[N+]([O-])=O,-0.35,-0.04,-0.10710000000000008
CC1CO1,0.03,0.37,0.4051
FC(F)(F)Br,1.86,1.59,1.9011
CC(C)(C)N,0.4,0.72,0.7436
CC(C)(C)O,0.35,0.73,0.7771999999999999
FC(Cl)(Cl)Cl,2.53,2.13,2.2836
FC(F)(Cl)Cl,2.16,1.82,2.0143
FC(F)(F)Cl,1.65,1.5,1.7449999999999999
FC(F)(F)F,1.18,1.19,1.4756999999999998
C[Si](C)(C)C,3.24,2.72,1.9544
OCC(Br)(Br)Br,2.1,1.48,1.8172000000000001
CCC(C)(C)C,3.82,3.18,2.442500000000001
CC(C)(C)CO,1.31,1.22,1.0248
CCC(C)(C)O,0.89,1.22,1.1673
O=CC(Cl)(Cl)Cl,0.99,1.19,1.5555
OCC(F)(F)F,0.41,0.27,0.5410000000000001
CC(=O)C(C)(C)C,1.2,1.13,1.6215
CC(C)(C)C(O)=O,1.48,1.45,1.1171
CC(Cl)(Cl)C(O)=O,0.7799999999999999,1.68,1.2648000000000001
ClC(Cl)C(Cl)(Cl)Cl,3.22,3.11,3.1603000000000003
OC(=O)C(Cl)(Cl)Cl,1.33,1.44,1.4412
[O-][N+](=O)C(Cl)(Cl)Cl,2.09,1.32,1.5908
FC(F)(Cl)C(F)(Cl)Cl,3.16,3.09,2.9189
FC(F)(Cl)C(F)(F)Cl,2.82,2.78,2.6495999999999995
FC(F)(F)C(F)(F)F,2.0,2.15,2.1109999999999998
CC1(C)C2CC(=O)C1(C)CC2,2.38,3.04,2.401700000000001
CC1(C)O[C@@]2([C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C)O1)C(=O)CO,2.53,2.69,2.4188000000000005
COC(F)(F)C(Cl)Cl,2.21,2.02,2.0293
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)CCC4=O)ccc5O,0.83,0.1,0.7451999999999994
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,2.38,2.49,3.332200000000002
ClC1(Cl)C2(Cl)C3C=CC(Cl)C3C1(Cl)C(Cl)=C2Cl,6.1,5.86,5.2415
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,1.19,1.28,1.5011
O=C1NC(=O)NC(=O)C1(CC=C)C2C=CCC2,1.51,2.03,0.8810999999999996
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.97,2.36,1.3510999999999997
CCC1(C(C)CCC)C(=O)NC(O)=NC1=O,2.1,2.0,1.3894
CCC1(C(C)CCC)C(=O)NC(S)=NC1=O,2.85,2.87,1.7612
CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97,1.02,0.40479999999999994
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,5.25,5.58,5.217300000000003
OC(c1ccccc1)(c1ccccc1)c1ccccc1,3.68,4.38,3.970800000000003
OC(=O)C(O)(c1ccccc1)c1ccccc1,2.3,2.24,2.0071000000000003
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.91,0.84,0.31030000000000013
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.93,4.17,4.292000000000004
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.15,1.38,0.5709000000000001
C[C@]12[C@H]3[C@H](C(O)=O)[C@@]45C[C@@](O)(CC[C@H]4[C@@]3(C=C[C@@H]1O)OC2=O)C(=C)C5,0.24,0.45,1.0271000000000001
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc31,3.11,3.41,3.080400000000002
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,2.89,3.06,3.560100000000002
C1CCCCN1C1(CCCCC1)c1ccccc1,4.69,4.89,4.331900000000004
CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)c1ccccc1,2.83,3.45,2.806700000000001
CCC1(CCC(=O)NC1=O)c1ccccc1,1.9,1.74,1.771
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,3.23,3.23,1.5159999999999998
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,1.59,0.9389999999999998
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.46,2.57,1.7191999999999998
CCC1(CC)C(=O)NC(=S)NC1=O,1.5,1.47,0.32369999999999977
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,0.85,1.01,0.9242000000000007
ClC1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,5.04,4.63,4.5523
CCC(Br)(CC)C(=O)NC(N)=O,1.54,1.52,1.1349999999999998
CCC1(C)CC(=O)NC1=O,0.38,0.51,0.4491999999999999
CC1(C)NC(=O)NC1=O,-0.48,-0.27,-0.3956000000000001
CCOP(=O)(C#N)N(C)C,0.38,0.29,1.25868
OC(=O)C(O)(CC(O)=O)CC(O)=O,-1.64,-1.67,-1.2485000000000004
OCC(CC)(CO)CO,-1.48,0.19,-0.6403000000000001
C#CC1(O)CCCCC1,1.73,1.81,1.3148
CCP(=O)(OCC)OCC,0.66,0.89,2.2724
CCOP(=O)(OCC)OCC,0.8,0.87,2.2039999999999997
CCCCSP(=O)(SCCCC)SCCCC,5.7,5.75,6.694400000000005
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75,3.0,4.594400000000005
CC1CC(C)(C)CC(=O)C=1,1.7,2.62,2.3218000000000005
C[Si](C)(OCC)OCC,0.61,1.57,1.7612
CC(C)(C#N)/N=N/C(C)(C)C#N,1.1,2.87,2.04296
CC(C)=CCCC(C)(O)C=C,2.97,3.38,2.6698000000000013
CC(=C)C=C,2.42,2.58,1.7485
CC(C)CN,0.73,0.76,0.6011000000000001
CC(C)C#N,0.46,0.76,1.16598
CC(C)CO,0.76,0.77,0.6347
CCC(C)Cl,2.33,2.49,2.0237
CC(Cl)CCl,1.98,2.25,1.8525
CCC(C)O,0.61,0.77,0.7771999999999999
CCC(C)=O,0.29,0.26,0.9854
CC(O)CN,-0.96,-1.19,-0.6741000000000001
CC(O)C#N,-0.94,-1.19,-0.10922000000000004
ClCC(Cl)Cl,1.89,2.01,2.0289
ClC=C(Cl)Cl,2.42,2.47,2.5017000000000005
CCC(N)=O,-0.66,-0.67,-0.11829999999999996
C=CC(N)=O,-0.67,-0.81,-0.3423
NC(=O)CCl,-0.53,-0.58,-0.2895000000000001
OC(=O)CBr,0.41,0.43,0.46590000000000004
CCC(O)=O,0.33,0.58,0.481
C=CC(O)=O,0.35,0.44,0.25699999999999995
OC(=O)CCl,0.22,0.34,0.3098
OCC(O)=O,-1.11,-1.07,-0.9367000000000001
CNC(C)=O,-1.05,-0.7,-0.24770000000000003
COC(C)=O,0.18,0.37,0.17930000000000001
CC[N+]([O-])=O,0.18,0.45,0.2829999999999999
CC(C)C(C)C,3.42,3.14,2.2984
CC(C)C(O)=O,0.94,1.0,0.727
ClC(Cl)C(Cl)Cl,2.39,2.19,2.5938
CC(=C)C(N)=O,-1.11,-0.26,0.047800000000000176
CC(=C)C(O)=O,0.93,0.99,0.6471
OC(=O)C(Cl)Cl,0.92,0.52,0.8747
CC(C)[N+]([O-])=O,0.93,0.87,0.6715
C[C@]1(O)[C@H]2[C@H](O)[C@H]3[C@@H](C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)c2c1cccc2O)N(C)C,-0.9,-2.87,-1.2435999999999992
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.32,3.64,3.423700000000002
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.97,0.77,1.6838000000000002
Cc1ccc(cc1)S(=O)(=O)N(C)N=O,0.58,0.92,1.29692
NNS(=O)(=O)c1ccccc1,-0.14,0.01,-0.1614000000000002
CC1CCC(CC=1)C(C)(C)OC(C)=O,3.96,4.34,3.0745000000000013
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,0.32,0.2,0.8681999999999999
O=S(=O)(OCC)c(ccc(c1)C)c1,1.81,1.96,1.72022
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5,5.88,4.805200000000005
CC1=CCC2CC1C2(C)C,4.583333333333334,4.27,2.9987000000000013
O=C(O)C(Br)CC,1.42,1.34,1.2445
CCC(N)C(=O)O,-2.54,-2.5,-0.19169999999999998
CC(=C)C(=O)OC,1.38,1.28,0.7355
CN(C)C(=N)N(C)C,0.41,-0.28,0.0443699999999998
Nc1c2ccccc2ccc1S(O)(=O)=O,-0.97,-0.91,1.6687
O=C1NS(=O)(=O)c2ccccc12,0.91,0.45,0.11869999999999997
Nc1cc(c(cc1)C=Cc1ccc(N)cc1S(O)(=O)=O)S(O)(=O)=O,-1.7,-1.42,1.5148000000000004
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.3,4.31,3.6199400000000033
Nc1ccc2ccccc2c1S(O)(=O)=O,-1.16,-0.91,1.6687
Cc1cccc(C)c1[N+]([O-])=O,2.95,2.91,2.21164
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,2.02,3.52,3.4487000000000028
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,2.7,2.23,3.609600000000002
[Cl-].CCN(CC)c1cc2[o+]c3cc(ccc3c(-c3ccccc3C(O)=O)c2cc1)N(CC)CC,1.95,1.85,3.9287000000000036
OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27,3.49,3.7703000000000024
O=C1c2cccc3cccc(c32)-c2ccccc21,4.81,4.73,4.051200000000002
OC(=O)C1c2ccccc2Oc2ccccc21,2.23,3.36,3.0088000000000017
O=C(c(c(c(NC)cc1)C(=O)c2cccc3)c1)c23,4.1,4.07,2.5037000000000003
Nc1cccc2c1C(=O)c1ccccc1C2=O,3.74,3.53,2.0442
O=C(C1C(=O)c2ccccc2C1=O)C(c1ccccc1)c1ccccc1,4.270000000000001,4.85,4.083000000000003
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64,5.03,4.8618
O=C1c2cccc3cccc(c32)C1=O,1.95,2.97,2.2188
OC(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.64,4.35,4.209900000000002
O=C1C(c2ccccc2)C(=O)c2ccccc12,2.9,2.81,2.849400000000001
O=C1CCC(=O)N1c1ccccc1,0.06,0.16,1.3399999999999999
C1Cc2cccc3cccc1c23,3.92,4.15,2.9384000000000015
Cc1c[nH]c2ccccc21,2.6,2.6,2.4763200000000003
Cc1cccc(C(O)=O)c1O,2.86,2.79,1.39882
Cc1cccc(c1C)[N+]([O-])=O,2.83,2.91,2.21164
Cc1c(Cl)cccc1[N+]([O-])=O,3.09,3.0,2.5566200000000006
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,3.5,5.06,4.477900000000005
CN1C=CC(=O)c2ccccc12,0.44,1.84,1.5385
Oc1cccc2c1cccc2O,1.94,2.21,2.251000000000001
CN1c2[n]c[n](C)c2C(=O)NC1=O,-0.78,-0.05,-1.0397000000000005
OC1=CC(=O)c2ccccc2C1=O,1.38,0.78,1.5075
CC(=C)[C@H]1Cc2c3O[C@@H]4COc5cc(OC)c(cc5[C@@H]4C(=O)c3ccc2O1)OC,4.1,4.31,3.7033000000000023
Cc1cc2c(cc1C)N=C1C(=NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)CO,-1.46,-1.05,-1.7235599999999995
Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.77,3.65,3.662620000000003
CCN(CCCN1c2ccccc2Sc2ccc(Cl)cc12)CC,6.46,6.19,5.674600000000005
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,4.44,4.5,4.530100000000004
O=C1c2ccccc2-c2ccccc2C1=O,2.52,3.56,2.7326000000000006
CCc1cc2c(cc1)C(=O)c1ccccc1C2=O,4.37,4.38,3.024400000000001
O=C1c2ccccc2C(=O)c2ccccc12,3.39,3.34,2.4620000000000006
CCOC(=O)c1ccccc1C(=O)OCC,2.42,2.65,2.04
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.11,4.46,3.3122000000000025
CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.5,4.61,3.600400000000003
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.82,6.57,5.160800000000005
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,9.05,10.5,8.281600000000006
Oc1ccc(c2ccccc12)S(O)(=O)=O,-0.44,-0.47,1.7921
CN(C)CC(C)CN1c2ccccc2Sc2ccccc12,4.71,4.98,4.487000000000004
CN1CCN(CCCN2c3ccccc3Sc3ccccc23)CC1,4.0,4.15,3.9268000000000027
c1cc2ccccc2c2ccccc21,4.46,4.35,3.993000000000002
c1cccc2c3ccc[n]c3ccc21,3.43,3.32,3.388000000000001
CN1C(=O)c2[nH]c(Cl)[n]c2N(C)C1=O,-0.8500000000000002,0.25,-0.3863000000000001
OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,3.2,3.36,3.273900000000001
O=C1NC(=O)c2ccccc12,1.15,1.3,0.5702
O=C1OC(=O)c2ccccc12,1.6,2.07,0.9972
COc1c(N)cccc1[N+]([O-])=O,1.78,1.55,1.1856
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.73,4.84,4.000500000000003
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2[n]1,4.4,4.04,3.4853000000000023
COc1cc(c2[n]cccc2c1)[N+]([O-])=O,1.87,2.04,2.1516
CC[n]1c2ccccc2c2ccccc12,4.49,4.33,3.8144000000000027
O=NN(c1ccccc1)c1ccccc1,3.13,3.16,3.5061000000000018
CCN1C(=O)NC(c2ccccc2)C1=O,1.05,1.19,1.2993999999999999
[Cl-].C[n+]1c2cc(N)ccc2cc2ccc(N)cc12,-1.78,-2.64,-1.0140999999999984
COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,2.75,2.53,1.9994999999999998
NNc1[n][n]cc2ccccc21,1.0,0.77,0.9153999999999998
O=C(O)c(c(c(ccc1)cc2)c1)c2,3.1,3.05,2.5380000000000003
CN(C)c1cccc2ccccc21,3.46,3.35,2.905800000000001
[O-][N+](=O)c1cccc2ccccc21,3.19,2.99,2.748000000000001
C1c2ccccc2-c2ccccc21,4.18,4.02,3.2578000000000014
c1cccc2[nH]c3ccccc3c21,3.72,3.23,3.3211000000000013
COc1c(cc(C=O)cc1OC)OC,1.39,1.22,1.5249
OC(=O)Cc1cccc2ccccc21,2.24,2.6,2.4669000000000008
NC(=S)Nc1cccc2ccccc21,1.65,2.13,2.4953000000000003
c1ccc2C(=O)NC(=O)Nc2c1,0.77,0.78,0.21639999999999981
Clc1cc2[n]ccc(Cl)c2cc1,3.57,3.43,3.5416000000000007
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O,2.09,1.87,0.6970999999999998
Oc1ccccc1C(=O)Nc1ccccc1,3.27,3.3,2.6445000000000007
CCOC(=O)c1ccccc1N,2.57,2.76,1.4455
[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+]([O-])=O,1.31,0.76,-1.0622000000000003
COc1c(Cl)cc(Cl)cc1Cl,4.11,4.01,3.655400000000001
O=C1OCc2ccccc21,0.8,0.71,1.357
OC(=O)Cc1c[nH]c2ccccc21,1.41,1.49,1.795
Clc1c(Cl)cccc1Cl,4.05,3.93,3.6468000000000007
Cc1cccc(C)c1N,1.84,2.17,1.88564
Cc1cccc(Cl)c1O,2.8,2.7,2.3540200000000007
Oc1c(Cl)cccc1Cl,2.75,2.8,2.699
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.78,4.72,4.7574
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.07,7.33,6.261600000000001
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,4.72,4.71,4.424900000000002
Cc1c(C)c(C)c(C)c(C)c1C,5.11,5.28,3.5371200000000025
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.12,4.74,4.6592
CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,-0.29,-0.08,-1.1656000000000004
Cc1cc(O)cc(C)c1Cl,3.27,3.25,2.662440000000001
Oc1c(Cl)cc(Cl)cc1Cl,3.69,3.45,3.3523999999999994
CCC(CC)C(O)=O,1.68,1.98,1.5072
C=CN1CCCC1=O,0.37,0.25,0.7523
OC(=O)c1cc[s]c1,1.5,1.69,1.4463
OC(=O)c1ccco1,0.64,1.0,0.9778
CC(=O)c1ccc[s]1,1.25,1.49,1.9507
FC(F)(F)c1ccccc1Cl,3.53,3.6,3.3588000000000005
Nc1ccccc1C(F)(F)F,2.41,2.04,2.2876000000000003
CC(C)(C)c1ccccc1O,3.31,3.42,2.6897000000000015
Cc1ccccc1S(N)(=O)=O,0.84,0.92,0.6424200000000001
Nc1cc(N)c(cc1)S(O)(=O)=O,-4.65,-3.55,0.09770000000000034
OC(=O)c1ccccc1Br,2.2,2.42,2.1473000000000004
OC(=O)c1ccccc1I,2.4,2.7,1.9894
Nc1ccccc1C(N)=O,0.35,0.44,0.3677
CC(C)c1ccccc1O,2.88,2.97,2.5156000000000014
Cc1ccccc1[N+]([O-])=O,2.3,2.36,1.9032200000000001
[O-][N+](=O)c1ccccc1Cl,2.24,2.46,2.2482000000000006
Nc1ccccc1[N+]([O-])=O,1.85,2.02,1.177
[O-][N+](=O)c1ccccc1O,1.79,1.91,1.3003999999999998
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.56,3.67,2.7221000000000024
[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,1.44,1.54,1.1168
NC(=O)c1ccccc1C(N)=O,-1.73,-1.99,-0.11559999999999981
OC(=O)c1ccccc1C(O)=O,0.73,1.07,1.083
c1ccccc1C2C(=O)NC(=O)N2,0.46,0.49,0.5671
CC(=O)Nc1ccccc1C(O)=O,1.88,1.99,1.3432
O=C(O)c(c(O)ccc1Br)c1,3.23,3.13,1.8529
Cc1ccc(O)c(c1)C(O)=O,2.78,2.79,1.3988199999999997
Cc1ccc(Cl)cc1[N+]([O-])=O,3.05,3.0,2.5566200000000006
[O-][N+](=O)c1cc(Cl)ccc1Cl,3.09,3.1,2.9016
Nc1ccc(Cl)cc1[N+]([O-])=O,2.72,2.66,1.8304
[O-][N+](=O)c1cc(Cl)ccc1O,2.46,2.55,1.9537999999999998
Cc1cc(O)c(cc1Cl)C(C)C,3.92,4.16,3.477420000000002
[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,3.48,3.74,3.5550000000000006
Cc1ccccc1C(=O)OC,2.75,2.38,1.78162
CCC(C)c1ccccc1O,3.27,3.46,2.9057000000000017
OC(C(CCC1C)C(C)C)C1,3.4,3.38,2.4395000000000007
CC1CCC(C(C)C)C(=O)C=1,2.85,3.07,2.567800000000001
CC(C)=C1CC[C@@H](C)CC1=O,3.08,3.2,2.711900000000001
Cc1ccc(C(C)C)c(O)c1,3.3,3.52,2.824020000000001
Oc1cc(O)c(cc1)C(O)=O,1.63,1.76,0.796
O=Cc1ccccc1Cl,2.33,2.35,2.1525
CCc1ccccc1O,2.47,2.55,1.9545999999999997
Oc1ccccc1CO,0.73,0.6,0.8845000000000001
Oc1ccccc1C=O,1.81,2.01,1.2047
COc1ccccc1N,1.18,1.16,1.2773999999999999
COc1ccccc1O,1.32,1.34,1.4008
Cc1cccc2ccccc21,3.87,3.72,3.148220000000002
Clc1cccc2ccccc21,4.0,3.81,3.4932000000000016
Oc1cccc2ccccc21,2.85,2.69,2.5454000000000008
O=C1N=NNc2ccccc21,0.83,1.35,0.31809999999999966
c1cccc2c(cccc21)Nc1ccccc1,4.2,4.47,4.583400000000003
CC1=CC(=O)Oc2cc(O)ccc21,1.9,1.58,1.8070199999999998
Nc1ccccc1-c1ccccc1,2.84,2.84,2.9358000000000013
Oc1ccccc1-c1ccccc1,3.09,3.28,3.0592000000000015
O=C1c2ccccc2Cc2ccccc21,3.66,3.81,2.8218000000000005
Nc1c2ccccc2[n]c2ccccc21,2.74,2.4,2.970200000000001
c1ccc2Oc3ccccc3C(=O)c2c1,3.39,3.84,2.946200000000001
OC(=O)C(O)c1ccccc1,0.62,0.57,0.8046
C[C@H](NC)[C@@H](O)c1ccccc1,1.01,0.68,1.3279000000000003
O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2,3.87,3.5,3.0496000000000016
OC(c1ccccc1)c1ccccc1,2.67,2.71,2.768300000000001
O=C(c1cccc[n]1)c1ccccc1,1.88,1.96,2.3125999999999998
COc1cccc(OC)c1O,1.15,1.16,1.4093999999999998
N#Cc1ccccc1C#N,0.99,1.09,1.4299600000000001
